Approved Symbol	Approved Name	Entrez Gene ID	Mouse Genome Database ID	RefSeq IDs
TNFAIP5~withdrawn	symbol withdrawn, see PTX3			
TNFAIP6	TNF alpha induced protein 6	7130	MGI:1195266	NM_007115
TNFAIP7~withdrawn	entry withdrawn			
TNFAIP8	TNF alpha induced protein 8	25816	MGI:2147191	NM_014350
TNFAIP8L1	TNF alpha induced protein 8 like 1	126282	MGI:1913693	NM_152362
TNFAIP8L2	TNF alpha induced protein 8 like 2	79626	MGI:1917019	NM_024575
TNFAIP8L3	TNF alpha induced protein 8 like 3	388121	MGI:2685363	NM_207381
TNFB~withdrawn	symbol withdrawn, see LTA			
TNFC~withdrawn	symbol withdrawn, see LTB			
TNFR1~withdrawn	symbol withdrawn, see TNFRSF1A			
TNFR2~withdrawn	symbol withdrawn, see TNFRSF1B			
TNFRSF1A	TNF receptor superfamily member 1A	7132	MGI:1314884	NM_001065
TNFRSF1B	TNF receptor superfamily member 1B	7133	MGI:1314883	NM_001066
TNFRSF4	TNF receptor superfamily member 4	7293	MGI:104512	
TNFRSF5~withdrawn	symbol withdrawn, see CD40			
TNFRSF6B	TNF receptor superfamily member 6b	8771		
TNFRSF8	TNF receptor superfamily member 8	943	MGI:99908	
TNFRSF9	TNF receptor superfamily member 9	3604	MGI:1101059	
TNFRSF10A	TNF receptor superfamily member 10a	8797	MGI:1341090	NM_003844
TNFRSF10A-AS1	TNFRSF10A antisense RNA 1			
TNFRSF10B	TNF receptor superfamily member 10b	8795	MGI:1341090	NM_147187
TNFRSF10C	TNF receptor superfamily member 10c	8794	MGI:1341090	
TNFRSF10D	TNF receptor superfamily member 10d	8793	MGI:1341090	
TNFRSF11A	TNF receptor superfamily member 11a	8792	MGI:1314891	
TNFRSF11B	TNF receptor superfamily member 11b	4982	MGI:109587	
TNFRSF12A	TNF receptor superfamily member 12A		MGI:1351484	
TNFRSF12L~withdrawn	entry withdrawn			
TNFRSF13B	TNF receptor superfamily member 13B	23495	MGI:1889411	
TNFRSF13C	TNF receptor superfamily member 13C	115650	MGI:1919299	
TNFRSF14	TNF receptor superfamily member 14	8764	MGI:2675303	
TNFRSF14-AS1	TNFRSF14 antisense RNA 1	115110		NR_037844
TNFRSF17	TNF receptor superfamily member 17	608	MGI:1343050	
TNFRSF18	TNF receptor superfamily member 18	8784	MGI:894675	NM_004195
TNFRSF19	TNF receptor superfamily member 19	55504	MGI:1352474	NM_018647
TNFRSF21	TNF receptor superfamily member 21	27242	MGI:2151075	NM_014452
TNFRSF25	TNF receptor superfamily member 25	8718	MGI:1934667	NM_148965
TNFSF3L~withdrawn	symbol withdrawn, see PGLYRP1			
TNFSF4	TNF superfamily member 4	7292	MGI:104511	
TNFSF5~withdrawn	symbol withdrawn, see CD40LG			
TNFSF8	TNF superfamily member 8	944	MGI:88328	
TNFSF9	TNF superfamily member 9	8744	MGI:1101058	NM_003811
TNFSF10	TNF superfamily member 10		MGI:107414	
TNFSF11	TNF superfamily member 11		MGI:1100089	
TNFSF12	TNF superfamily member 12	8742	MGI:1196259	NM_003809
TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough	407977		
TNFSF13	TNF superfamily member 13	8741	MGI:1916833	NM_003808
TNFSF13B	TNF superfamily member 13b	10673	MGI:1344376	
TNFSF14	TNF superfamily member 14	8740	MGI:1355317	
TNFSF15	TNF superfamily member 15	9966	MGI:2180140	NM_005118
TNFSF18	TNF superfamily member 18	8995	MGI:2673064	NM_005092
TNFSF20~withdrawn	symbol withdrawn, see TNFSF13B			
TNIK	TRAF2 and NCK interacting kinase	23043	MGI:1916264	XM_039796
TNIP1	TNFAIP3 interacting protein 1	10318	MGI:1926194	NM_006058
TNIP2	TNFAIP3 interacting protein 2	79155	MGI:2386643	NM_024309
TNIP3	TNFAIP3 interacting protein 3	79931	MGI:3041165	NM_024873
TNK1	tyrosine kinase non receptor 1	8711	MGI:1930958	NM_003985
TNK2	tyrosine kinase non receptor 2	10188	MGI:1858308	NM_005781
TNK2-AS1	TNK2 antisense RNA 1	100128262		
TNKS	tankyrase	8658	MGI:1341087	NM_003747
TNKS1BP1	tankyrase 1 binding protein 1	85456	MGI:2446193	NM_033396
TNKS2	tankyrase 2	80351	MGI:1921743	NM_025235
TNKS2-AS1	TNKS2 antisense RNA 1 (head to head)	100507633		
TNM~withdrawn	symbol withdrawn, see TENM1			
TNMD	tenomodulin	64102	MGI:1929885	NM_022144
TNN	tenascin N	63923	MGI:2665790	XM_040527
TNNC1	troponin C1, slow skeletal and cardiac type	7134	MGI:98779	
TNNC2	troponin C2, fast skeletal type	7125	MGI:98780	NM_003279
TNNI1	troponin I1, slow skeletal type	7135	MGI:105073	NM_003281
TNNI2	troponin I2, fast skeletal type	7136	MGI:105070	NM_003282
TNNI3	troponin I3, cardiac type	7137	MGI:98783	
TNNI3K	TNNI3 interacting kinase	51086	MGI:2443276	NM_015978
TNNT1	troponin T1, slow skeletal type	7138	MGI:1333868	NM_003283
TNNT2	troponin T2, cardiac type	7139	MGI:104597	NM_000364
TNNT3	troponin T3, fast skeletal type	7140	MGI:109550	NM_006757
TNP1	transition protein 1	7141	MGI:98784	NM_003284
TNP2	transition protein 2	7142	MGI:98785	NM_005425
TNPO1	transportin 1	3842	MGI:2681523	NM_002270
TNPO1P1	transportin 1 pseudogene 1	100418919		NG_025528
TNPO1P2	transportin 1 pseudogene 2	252968		NG_001592
TNPO1P3	transportin 1 pseudogene 3	339257		
TNPO2	transportin 2	30000	MGI:2384849	NM_013433
TNPO3	transportin 3	23534	MGI:1196412	NM_012470
TNR	tenascin R	7143	MGI:99516	NM_003285
TNR-IT1	TNR intronic transcript 1			
TNR1~withdrawn	entry withdrawn			
TNRC3~withdrawn	symbol withdrawn, see MAML3			
TNRC6A	trinucleotide repeat containing 6A	27327	MGI:2385292	NM_020847
TNRC6B	trinucleotide repeat containing 6B	23112	MGI:2443730	
TNRC6C	trinucleotide repeat containing 6C	57690	MGI:2443265	NM_018996
TNRC6C-AS1	TNRC6C antisense RNA 1	100131096		
TNRC7~withdrawn	symbol withdrawn, see MED15			
TNRC8~withdrawn	symbol withdrawn, see CASK			
TNRC10~withdrawn	symbol withdrawn, see FOXP2			
TNRC13~withdrawn	symbol withdrawn, see ATXN2			
TNRC17	trinucleotide repeat containing 17	27321		
TNRC18	trinucleotide repeat containing 18	84629	MGI:3648294	
TNRC18P1	trinucleotide repeat containing 18 pseudogene 1	644962		NR_077215
TNRC18P2	trinucleotide repeat containing 18 pseudogene 2	27320		
TNRC18P3	trinucleotide repeat containing 18 pseudogene 3	340221		
TNRC21~withdrawn	symbol withdrawn, see KMT2D			
TNRC22~withdrawn	symbol withdrawn, see JPH3			
TNS1	tensin 1	7145	MGI:104552	NM_022648
TNS2	tensin 2	23371	MGI:2387586	NM_170754
TNS3	tensin 3	64759	MGI:2443012	NM_022748
TNS4	tensin 4	84951	MGI:2144377	NM_032865
TNX~withdrawn	symbol withdrawn, see TNXA			
TNXA	tenascin XA (pseudogene)	7146		
TNXB	tenascin XB	7148	MGI:1932137	NM_019105
TNXB1~withdrawn	symbol withdrawn, see TNXB			
TNXB2~withdrawn	symbol withdrawn, see TNXB			
TOB1	transducer of ERBB2, 1	10140	MGI:1349721	
TOB1-AS1	TOB1 antisense RNA 1	400604		NR_038458
TOB2	transducer of ERBB2, 2	10766	MGI:1888525	NM_016272
TOB2P1	transducer of ERBB2, 2 pseudogene 1	222699		NR_002936
TOC~withdrawn	symbol withdrawn, see RHBDF2			
TOE1	target of EGR1, exonuclease	114034	MGI:1915526	NM_025077
TOGARAM1	TOG array regulator of axonemal microtubules 1	23116	MGI:2684313	XM_113781
TOGARAM2	TOG array regulator of axonemal microtubules 2	165186	MGI:2443498	NM_199280
TOLLIP	toll interacting protein	54472	MGI:1891808	NM_019009
TOLLIP-AS1	TOLLIP antisense RNA 1 (head to head)	255512		
TOM1	target of myb1 membrane trafficking protein	10043	MGI:1338026	NM_005488
TOM1L1	target of myb1 like 1 membrane trafficking protein	10040	MGI:1919193	NM_005486
TOM1L2	target of myb1 like 2 membrane trafficking protein	146691	MGI:2443306	
TOMM5	translocase of outer mitochondrial membrane 5	401505	MGI:1915762	
TOMM6	translocase of outer mitochondrial membrane 6	100188893	MGI:1913369	
TOMM7	translocase of outer mitochondrial membrane 7	54543	MGI:1913419	NM_019059
TOMM20	translocase of outer mitochondrial membrane 20	9804	MGI:1915202	NM_014765
TOMM20L	translocase of outer mitochondrial membrane 20 like	387990	MGI:1922516	NM_207377
TOMM20P1	TOMM20 pseudogene 1			
TOMM20P2	TOMM20 pseudogene 2	101927540		
TOMM20P3	TOMM20 pseudogene 3			
TOMM20P4	TOMM20 pseudogene 4	100129272		
TOMM22	translocase of outer mitochondrial membrane 22	56993	MGI:2450248	
TOMM22P1	TOMM22 pseudogene 1			
TOMM22P2	TOMM22 pseudogene 2			
TOMM22P3	TOMM22 pseudogene 3	122038		
TOMM22P4	TOMM22 pseudogene 4			
TOMM22P5	TOMM22 pseudogene 5	390007		
TOMM22P6	TOMM22 pseudogene 6	100287573		
TOMM34	translocase of outer mitochondrial membrane 34	10953	MGI:1914395	NM_006809
TOMM40	translocase of outer mitochondrial membrane 40	10452	MGI:1858259	
TOMM40L	translocase of outer mitochondrial membrane 40 like	84134	MGI:3589112	NM_032174
TOMM70	translocase of outer mitochondrial membrane 70	9868	MGI:106295	
TONSL	tonsoku like, DNA repair protein	4796	MGI:1919999	NM_013432
TONSL-AS1	TONSL antisense RNA 1	100287098		NR_109770
TOP1	DNA topoisomerase I	7150	MGI:98788	
TOP1MT	DNA topoisomerase I mitochondrial	116447	MGI:1920210	NM_052963
TOP1P1	DNA topoisomerase I pseudogene 1	7151		
TOP1P2	DNA topoisomerase I pseudogene 2	7152		
TOP2A	DNA topoisomerase II alpha	7153	MGI:98790	
TOP2B	DNA topoisomerase II beta	7155	MGI:98791	
TOP3~withdrawn	symbol withdrawn, see TOP3A			
TOP3A	DNA topoisomerase III alpha	7156	MGI:1197527	
TOP3B	DNA topoisomerase III beta	8940	MGI:1333803	NM_003935
TOP3BP1	DNA topoisomerase III beta pseudogene 1	23751		NG_000002
TOPAZ1	testis and ovary specific PAZ domain containing 1	375337	MGI:3779933	NM_001145030
TOPBP1	DNA topoisomerase II binding protein 1	11073	MGI:1920018	NM_007027
TOPORS	TOP1 binding arginine/serine rich protein	10210	MGI:2146189	NM_005802
TOPORSLP1	topoisomerase I binding, arginine and serine rich like, pseudogene 1	347281	MGI:1915524	
TOR1A	torsin family 1 member A	1861	MGI:1353568	NM_000113
TOR1AIP1	torsin 1A interacting protein 1	26092	MGI:3582693	NM_015602
TOR1AIP2	torsin 1A interacting protein 2	163590	MGI:3582695	NM_145034
TOR1B	torsin family 1 member B	27348	MGI:1353605	NM_014506
TOR2A	torsin family 2 member A	27433	MGI:1353596	NM_130459
TOR3A	torsin family 3 member A	64222	MGI:1353652	NM_022371
TOR4A	torsin family 4 member A	54863	MGI:2442720	NM_017723
TOX	thymocyte selection associated high mobility group box	9760	MGI:2181659	NM_014729
TOX2	TOX high mobility group box family member 2	84969	MGI:3611233	
TOX3	TOX high mobility group box family member 3	27324	MGI:3039593	XM_049037
TOX4	TOX high mobility group box family member 4	9878	MGI:1915389	NM_014828
TOX4P1	TOX high mobility group box family member 4 pseudogene 1	285412		
TP53	tumor protein p53	7157	MGI:98834	NM_000546
TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1	63970		NM_022112
TP53BP1	tumor protein p53 binding protein 1	7158	MGI:1351320	
TP53BP2	tumor protein p53 binding protein 2	7159	MGI:2138319	NM_001031685, NM_005426
TP53BP2P1	tumor protein p53 binding protein 2 pseudogene 1	94299		
TP53COR1	tumor protein p53 pathway corepressor 1 (non-protein coding)	102800311	MGI:3801771	
TP53CP~withdrawn	symbol withdrawn, see TP63			
TP53I3	tumor protein p53 inducible protein 3	9540		NM_004881
TP53I11	tumor protein p53 inducible protein 11	9537	MGI:2670995	NM_006034
TP53I13	tumor protein p53 inducible protein 13	90313	MGI:1915125	NM_138349
TP53INP1	tumor protein p53 inducible nuclear protein 1	94241	MGI:1926609	
TP53INP2	tumor protein p53 inducible nuclear protein 2	58476	MGI:1915978	NM_021202
TP53L~withdrawn	symbol withdrawn, see TP63			
TP53RK	TP53 regulating kinase	112858	MGI:1918294	NM_033550
TP53TG1	TP53 target 1 (non-protein coding)	11257		
TP53TG3	TP53 target 3	24150		NM_016212
TP53TG3B	TP53 target 3B	729355		NM_001099687
TP53TG3C	TP53 target 3C	653550		NM_001205259
TP53TG3D	TP53 target 3D	729264		NM_001243722
TP53TG3E	TP53 target 3 family member E	102724101		
TP53TG3F	TP53 target 3 family member F	102724127		
TP53TG3GP	TP53 target 3 family member G, pseudogene	106660619		
TP53TG3HP	TP53 target 3 family member H, pseudogene	100130700		
TP53TG5	TP53 target 5	27296	MGI:1920853	NM_014477
TP63	tumor protein p63	8626	MGI:1330810	NM_003722
TP73	tumor protein p73	7161	MGI:1336991	NM_005427
TP73-AS1	TP73 antisense RNA 1	57212		NR_033708
TP73L~withdrawn	symbol withdrawn, see TP63			
TPBG	trophoblast glycoprotein	7162	MGI:1341264	
TPBGL	trophoblast glycoprotein like	100507050	MGI:3646425	NM_001195528
TPCN1	two pore segment channel 1	53373	MGI:2182472	NM_017901
TPCN2	two pore segment channel 2	219931	MGI:2385297	NM_139075
TPD52	tumor protein D52	7163	MGI:107749	NM_005079
TPD52L1	tumor protein D52 like 1		MGI:1298386	
TPD52L2	tumor protein D52 like 2	7165	MGI:1913564	
TPD52L3	tumor protein D52 like 3	89882	MGI:1913995	NM_033516
TPGS1	tubulin polyglutamylase complex subunit 1	91978	MGI:106618	NM_033513
TPGS2	tubulin polyglutamylase complex subunit 2	25941	MGI:1913898	NM_015476
TPH1	tryptophan hydroxylase 1	7166	MGI:98796	NM_004179
TPH2	tryptophan hydroxylase 2	121278	MGI:2651811	NM_173353
TPI1	triosephosphate isomerase 1	7167	MGI:98797	NM_000365
TPI1P1	triosephosphate isomerase 1 pseudogene 1	729708		
TPI1P2	triosephosphate isomerase 1 pseudogene 2	286016		NR_002187.2
TPI1P3	triosephosphate isomerase 1 pseudogene 3	728402		NR_027338.1
TPI1P4	triosephosphate isomerase 1 pseudogene 4	728629		
TPK1	thiamin pyrophosphokinase 1	27010	MGI:1352500	NM_022445
TPM1	tropomyosin 1	7168	MGI:98809	NM_001018004
TPM1-AS	TPM1 antisense RNA			
TPM2	tropomyosin 2	7169	MGI:98810	NM_003289
TPM3	tropomyosin 3	7170	MGI:1890149	NM_152263
TPM3P1	tropomyosin 3 pseudogene 1	252956		NG_005722
TPM3P2	tropomyosin 3 pseudogene 2	170555		NG_001060
TPM3P3	tropomyosin 3 pseudogene 3			
TPM3P4	tropomyosin 3 pseudogene 4	402643		
TPM3P5	tropomyosin 3 pseudogene 5	644330		NG_005726
TPM3P6	tropomyosin 3 pseudogene 6	653758		NG_005727
TPM3P7	tropomyosin 3 pseudogene 7	751599		NG_005721
TPM3P8	tropomyosin 3 pseudogene 8	646839		
TPM3P9	tropomyosin 3 pseudogene 9	147804		NR_003148
TPM4	tropomyosin 4	7171	MGI:2449202	NM_003290
TPM4P1	tropomyosin 4 pseudogene 1	644566		NG_022157
TPMT	thiopurine S-methyltransferase	7172	MGI:98812	
TPMTP1	thiopurine S-methyltransferase pseudogene 1	400650		NG_004077
TPMTP2	thiopurine S-methyltransferase pseudogene 2	100420393		
TPMTP3	thiopurine S-methyltransferase pseudogene 3	100129277		
TPMTP4	thiopurine S-methyltransferase pseudogene 4	100129298		
TPO	thyroid peroxidase	7173	MGI:98813	NM_000547
TPP1	tripeptidyl peptidase 1	1200	MGI:1336194	
TPP2	tripeptidyl peptidase 2	7174	MGI:102724	
TPPP	tubulin polymerization promoting protein	11076	MGI:1920198	NM_007030
TPPP2	tubulin polymerization promoting protein family member 2	122664	MGI:2684923	NM_173846
TPPP3	tubulin polymerization promoting protein family member 3	51673	MGI:1915221	NM_015964
TPR	translocated promoter region, nuclear basket protein	7175	MGI:1922066	NM_003292
TPRA1	transmembrane protein adipocyte associated 1	131601	MGI:1345190	NM_016372
TPRG1	tumor protein p63 regulated 1	285386	MGI:1918588	NM_198485
TPRG1-AS1	TPRG1 antisense RNA 1			
TPRG1-AS2	TPRG1 antisense RNA 2			
TPRG1L	tumor protein p63 regulated 1 like	127262	MGI:1915058	NM_182752
TPRG1LP1	tumor protein p63 regulated 1 like pseudogene 1	100130490		
TPRKB	TP53RK binding protein	51002	MGI:1917036	NM_016058
TPRKBP1	TP53RK binding protein pseudogene 1	101060176		
TPRKBP2	TP53RK binding protein pseudogene 2			
TPRN	taperin	286262	MGI:2139535	NM_173691
TPRX1	tetrapeptide repeat homeobox 1	284355		NM_198479
TPRX1P1	tetrapeptide repeat homeobox 1 pseudogene 1	503628		NG_004836
TPRX2P	tetrapeptide repeat homeobox 2, pseudogene	503627		NG_004835
TPRXL	tetrapeptide repeat homeobox like	348825		NR_002223
TPS1~withdrawn	symbol withdrawn, see TPSAB1			
TPS2~withdrawn	symbol withdrawn, see TPSAB1			
TPSAB1	tryptase alpha/beta 1	7177	MGI:96942, MGI:96943	NM_003294
TPSB2	tryptase beta 2 (gene/pseudogene)	64499	MGI:96942, MGI:96943	NM_024164
TPSD1	tryptase delta 1	23430		
TPSG1	tryptase gamma 1	25823	MGI:1349391	
TPSP1	tryptase pseudogene 1	100129339		
TPSP2	tryptase pseudogene 2	650474		
TPSP3~withdrawn	entry withdrawn			
TPST1	tyrosylprotein sulfotransferase 1	8460	MGI:1298231	NM_003596
TPST2	tyrosylprotein sulfotransferase 2	8459	MGI:1309516	NM_003595
TPST2P1	tyrosylprotein sulfotransferase 2 pseudogene 1	100420710		NG_025297
TPT1	tumor protein, translationally-controlled 1	7178	MGI:104890	
TPT1-AS1	TPT1 antisense RNA 1	100190939		NR_024458
TPT1P1	tumor protein, translationally-controlled 1 pseudogene 1	100131268		
TPT1P2	tumor protein, translationally-controlled 1 pseudogene 2	100128483		
TPT1P3	tumor protein, translationally-controlled 1 pseudogene 3	100421439		
TPT1P4	tumor protein, translationally-controlled 1 pseudogene 4	285741		
TPT1P5	tumor protein, translationally-controlled 1 pseudogene 5	100421420		
TPT1P6	tumor protein, translationally-controlled 1 pseudogene 6	643870		
TPT1P7	tumor protein, translationally-controlled 1 pseudogene 7			
TPT1P8	tumor protein, translationally-controlled 1 pseudogene 8	59347		
TPT1P9	tumor protein, translationally-controlled 1 pseudogene 9	389787		
TPT1P10	tumor protein, translationally-controlled 1 pseudogene 10	101928715		
TPT1P11	tumor protein, translationally-controlled 1 pseudogene 11			
TPT1P12	tumor protein, translationally-controlled 1 pseudogene 12	100421480		
TPT1P13	tumor protein, translationally-controlled 1 pseudogene 13	643421		
TPT1P14	tumor protein, translationally-controlled 1 pseudogene 14	100128521		
TPTE	transmembrane phosphatase with tensin homology	7179		
TPTE2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2	93492		NM_199254
TPTE2P1	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 1	646405		
TPTE2P2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 2	644623		
TPTE2P3	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 3	220115		
TPTE2P4	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 4	286573		
TPTE2P5	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 5	100616668		
TPTE2P6	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 6	374491		NR_002815
TPTEP1	transmembrane phosphatase with tensin homology pseudogene 1	387590		NR_001591
TPX2	TPX2, microtubule nucleation factor	22974	MGI:1919369	
TR2~withdrawn	symbol withdrawn, see NR2C1			
TR4~withdrawn	symbol withdrawn, see NR2C2			
TRA	T-cell receptor alpha locus	6955		NG_001332
TRA-AGC1-1	transfer RNA-Ala (AGC) 1-1	100189346		
TRA-AGC2-1	transfer RNA-Ala (AGC) 2-1	100189093		
TRA-AGC2-2	transfer RNA-Ala (AGC) 2-2	100189295		
TRA-AGC3-1	transfer RNA-Ala (AGC) 3-1	100189299		
TRA-AGC4-1	transfer RNA-Ala (AGC) 4-1	100189046		
TRA-AGC5-1	transfer RNA-Ala (AGC) 5-1	100189047		
TRA-AGC6-1	transfer RNA-Ala (AGC) 6-1	100189042		
TRA-AGC7-1	transfer RNA-Ala (AGC) 7-1	100189092		
TRA-AGC8-1	transfer RNA-Ala (AGC) 8-1	100009604		
TRA-AGC8-2	transfer RNA-Ala (AGC) 8-2	100189398		
TRA-AGC9-1	transfer RNA-Ala (AGC) 9-1	100189156		
TRA-AGC9-2	transfer RNA-Ala (AGC) 9-2	100189423		
TRA-AGC10-1	transfer RNA-Ala (AGC) 10-1	100189128		
TRA-AGC11-1	transfer RNA-Ala (AGC) 11-1	100009603		
TRA-AGC12-1	transfer RNA-Ala (AGC) 12-1	100189369		
TRA-AGC12-2	transfer RNA-Ala (AGC) 12-2	100189327		
TRA-AGC12-3	transfer RNA-Ala (AGC) 12-3	100189106		
TRA-AGC13-1	transfer RNA-Ala (AGC) 13-1	100189411		
TRA-AGC13-2	transfer RNA-Ala (AGC) 13-2	100189060		
TRA-AGC14-1	transfer RNA-Ala (AGC) 14-1	100189358		
TRA-AGC15-1	transfer RNA-Ala (AGC) 15-1	100189117		
TRA-AGC16-1	transfer RNA-Ala (AGC) 16-1	100189312		
TRA-AGC17-1	transfer RNA-Ala (AGC) 17-1	100189353		
TRA-AGC18-1	transfer RNA-Ala (AGC) 18-1	100189341		
TRA-AGC18-2	transfer RNA-Ala (AGC) 18-2	100189212		
TRA-AGC19-1	transfer RNA-Ala (AGC) 19-1	100189246		
TRA-AGC20-1	transfer RNA-Ala (AGC) 20-1	100189116		
TRA-AGC21-1	transfer RNA-Ala (AGC) 21-1	100189192		
TRA-AGC22-1	transfer RNA-Ala (AGC) 22-1	100189434		
TRA-AGC23-1	transfer RNA-Ala (AGC) 23-1	100189468		
TRA-CGC1-1	transfer RNA-Ala (CGC) 1-1	100189308		
